filename,title,text,date,topic,industry,region,topic_bool
4108, florida jobless rate rise pct juli, florida unemploy rate edg percent juli percent june state depart labor employ secur said tuesday figur repres jobless floridian civilian labor forc million state ad job year gain percent put nonfarm employ total million servic saw biggest gain year job percent growth rate growth rate declin sinc octob reach percent trade ad job year wholesal trade continu grow faster retail trade construct unchang manufactur lost job sinc last juli manufactur loss nondur good transport commun public util sector gain job percent year financ insur real estat ad job percent yearli gain govern ad job percent year florida metropolitan area year employ increas tampa st petersburg area gain job fort lauderdal fastest job growth rate percent two third florida counti unemploy rate state nation averag juli lafayett counti lowest unemploy rate percent hendri highest percent nation employ rate percent juli perent june florida jobless rate stay nation averag last month jane sutton,1996-08-20,E41;E411;ECAT;GCAT;GJOB;,I01001;I0100132;,USA;,0
4109, muni dealer trade mln bond monday msrb, municip bond dealer trade million bond monday trade municip secur rulemak board said total individu issu chang hand trade four time msrb said cite figur autom clearanc system interdeal trade u municip desk,1996-08-20,M12;MCAT;,I01001;I0100132;,USA;,0
4110, coffe retent indic price aug, associ coffe produc countri retent plan coordin bureau quot follow daili indic price today aug arabica cent lb cent lb robusta cent lb cent lb note follow retent rule appli acpc member arabica us cent lb base ica composit ct less percent export retain ct percent export retain ct action ct releas stock robusta ct lb ico robusta day move averag ct less percent export retain ct percent export retain ct action ct releas stock new york commod desk,1996-08-20,M14;M141;MCAT;,I01001;I0100132;,USA;,0
4111, ohio build auth mln rev price goldman, goldman sach co said tent price million ohio build author state facil refund bond seri top yield percent state ohio ohio build author state facil refund bond seri accept bid matur seri lausch state offic build moodi p aa fitch aa confirm confirm date first coupon due price matur amount amount coupon par bid call featur non callabl disal govern center b moodi p aa fitch aa confirm confirm date first coupon due price matur amount amount coupon par bid call featur non callabl ocasek govern offic build c moodi p aa fitch aa confirm confirm date first coupon due price matur amount amount coupon par bid call featur non callabl vern riff center moodi p aa fitch aa confirm confirm date first coupon due price matur amount amount coupon par bid call featur non callabl award expect wednesday august deliveri expect august goldman sach co g edward son inc banc one capit corpor b k brook invest corp seasongood mayer u municip desk,1996-08-20,E21;E212;ECAT;,I01001;I0100132;,USA;,0
4112, u teen drug use rise pct year studi, teenag drug abus rose percent accord report releas later tuesday depart health human servic report cite tuesday edit usa today said drug use level among adult time chang among teen year old drug use jump percent alon report said said use lsd hallucinogen among teen rose percent use cocain rose percent howev percent teen use cocain marijuana use rose percent report said anoth depart health human servic report cite tuesday usa today show hospit emerg room visit sinc rose percent marijuana percent heroin percent cocain,1996-08-20,GCAT;GCRIM;,I01001;I0100132;,USA;,0
4113, hayn intern inc issu mln debt, follow high yield debt issu price tuesday accord lead manag merril lynch co inc borrow hayn intern inc amt mln coupon pct matur type senior note iss price pay date last moodi b reoffer pay freq semi annual last p b yield pct full fee callabl non call four note three year equiti call pct u corpor bond,1996-08-20,C17;C172;CCAT;,I36400;I3640007;,USA;,1
4114, fgic qualifi five muni issu bond insur, fgic said qualifi bond insur follow five municip issu schedul competit sale today mississippi state miss million tax go hawthorn n j million go improv bond gloversvil citi sd n million school district bond fort mill c million go desoto texa million go u municip desk,1996-08-20,E21;E212;ECAT;,I36400;I3640007;,USA;,0
4115, u metal export import commerc depart, u metal export import season adjust million dollar june may export import export import aluminum copper gold nickel platinum silver bullion jan mar jan mar export import export import aluminum copper gold nickel platinum silver bullion,1996-08-20,M14;M142;MCAT;,I36400;I3640007;,USA;,0
4116, st martinvil la legg mason wood, legg mason wood walker inc said million st martinvil la public improv sale tax revenu bond seri net interest cost percent,1996-08-20,E21;E212;ECAT;,I36400;I3640007;,USA;,0
4117, u tallow export commerc, u commerc depart tallow export tonn edibl ined june may june,1996-08-20,M14;M141;MCAT;,I36400;I3640007;,USA;,0
4118, austin texa mln util rev price, jp morgan secur inc said tent price million austin texa combin util system revenu refund bond seri b top yield percent seri b portion issu bond mbia insur citi austin texa combin util system revenu refund bond seri b releas seri moodi aaa p aaa fitch aaa mbia date first coupon due price matur amount amount coupon par mbia mbia mbia mbia mbia mbia mbia mbia mbia mbia mbia mbia mbia fsa fsa fsa fsa fsa call featur seri b moodi aaa p aaa fitch aaa mbia insur date first coupon due price matur amount coupon par approx price approx price call featur award expect thursday august deliveri expect septemb j p morgan secur inc goldman sach co merril lynch co morgan stanley co incorpor smith barney inc artemi capit group inc estrada hinojosa co grigsbi brandford co inc legg mason wood walker inc rauscher pierc refsn inc u municip desk,1996-08-20,E21;E212;ECAT;,I36400;I3640007;,USA;,0
4119, u coffe import commerc, u commerc depart report unroast roast solubl coffe import tonn june may june unroast roast solubl solubl brazil note coffe includ decaffein nondecaffein solubl includ instant nonflavor plu extract essenc concentr,1996-08-20,M14;M141;MCAT;,I36400;I3640007;,USA;,0
4120, former mayor sue halt tampa fla stadium vote, former tampa fla mayor william poe file suit block septemb referendum tax financ plan new tampa bay buccan stadium case file monday hillsborough counti court counti elect supervisor pam iorio circuit judg jame whittmor schedul hear friday hillsborough voter go poll sept decid whether adopt half cent sale tax increas would rais billion year school road public safeti well new million stadium buc lawsuit seek measur thrown ballot ground would unconstitut give tax dollar privat compani said stadium buc current use adequ reason build new one allow owner privat profit busi alreadi use stadium make higher profit suit also said ballot languag unclear local govern follow regul rush put propos ballot poe tampa mayor stadium would financ revenu bond issu tampa sport author agreement citi tampa hillsborough counti jane sutton,1996-08-20,C12;C17;CCAT;E21;E212;ECAT;GCAT;GCRIM;,I50100;I5010031;I97911;,USA;,1
4121, u cocoa bean product import commerc, commerc report cocoa bean cocoa product import tonn june may june cocoa bean x cocoa past defat defat cocoa butter cocoa powder note cocoa product contain sugar milk product x whole broken raw roast includ fat oil,1996-08-20,M14;M141;MCAT;,I50100;I5010031;I97911;,USA;,0
4122, mbia qualifi muni issu bond insur, mbia insur corp said qualifi bond insur follow municip issu schedul competit sale today eugen ore million electr util revenu bond lafayett redevleop author ind million leasehold revenu bond riley elem corp ind million first mortgag revenu bond columbu miss million spec assess bond gulfport miss million public improv gener oblig bond mississippi state million go bond hawthorn n j million go improv bond salem counti n j counti colleg bond salem counti n j million go gloversvil citi sd n million school district bond sherburn earlevil n million go school bond fort mill c million go desoto texa million go lufkin texa million go taylor counti texa million go virginia hous develop va million tax hous bond million hous bond u municip desk,1996-08-20,E21;E212;ECAT;,I50100;I5010031;I97911;,USA;,0
